cik,company,sic,accession,document,file_date,period_ending,items,discovery_phrase,url,lead_source,doc_chars,has_fda_context,flag_warning_letter,body_mentions_warning_letter,flag_adverse_event,body_mentions_adverse_event,flag_recall,body_mentions_recall,flag_untitled_letter,body_mentions_untitled_letter,n_flags,n_flags_incl_untitled,domain_device_hits,domain_device_lead_hits,domain_drug_hits,domain_drug_lead_hits,domain_biologic_hits,domain_biologic_lead_hits,product_domain,is_device_domain
1376339,"MIMEDX GROUP, INC.  (MDXG)  (CIK 0001376339)",3841.0,0001140361-13-035054,ex99_1.htm,2013-09-05,2013-09-05,8.01; 9.01,"""untitled letter""; ""warning letter""",https://www.sec.gov/Archives/edgar/data/1376339/000114036113035054/ex99_1.htm,exhibit_top,5841,True,False,True,False,False,False,False,True,True,0,1,1,0,0,0,2,0,mixed,False
1030206,VASCULAR SOLUTIONS INC  (CIK 0001030206),3841.0,0001140361-13-039272,ex99_1.htm,2013-10-22,2013-10-22,2.02; 9.01,"""initiated a recall""; ""product recall""",https://www.sec.gov/Archives/edgar/data/1030206/000114036113039272/ex99_1.htm,exhibit_top,20368,True,False,False,False,False,True,True,False,False,1,1,17,0,0,0,0,0,device,True
1056421,RITA MEDICAL SYSTEMS INC  (CIK 0001056421),3845.0,0001144204-06-018011,v041856_ex99-1.htm,2006-05-02,2006-04-26,1.01; 9.01,"""product recall""",https://www.sec.gov/Archives/edgar/data/1056421/000114420406018011/v041856_ex99-1.htm,exhibit_top,100813,True,False,False,True,True,True,True,False,False,2,2,10,0,33,0,0,0,drug,False
896747,AMERICAN BIO MEDICA CORP  (ABMC)  (CIK 0000896747),2834.0,0001144204-09-040634,v156548_8k.htm,2009-08-05,2009-07-30,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/896747/000114420409040634/v156548_8k.htm,item_anchored,4018,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
887497,HI TECH PHARMACAL CO INC  (CIK 0000887497),2834.0,0001144204-10-036280,v189728_8k.htm,2010-07-02,2010-07-01,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/887497/000114420410036280/v189728_8k.htm,item_anchored,2817,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
887497,HI TECH PHARMACAL CO INC  (CIK 0000887497),2834.0,0001144204-10-036280,v189728_ex99-1.htm,2010-07-02,2010-07-01,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/887497/000114420410036280/v189728_ex99-1.htm,exhibit_top,2702,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
896747,AMERICAN BIO MEDICA CORP  (ABMC)  (CIK 0000896747),2834.0,0001144204-10-054928,v199629_8k.htm,2010-10-21,2010-10-16,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/896747/000114420410054928/v199629_8k.htm,item_anchored,5506,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True
1453593,"Bacterin International Holdings, Inc.  (XTNT)  (CIK 0001453593)",2836.0,0001144204-11-049297,v233049_ex99-2.htm,2011-08-23,2011-08-23,7.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1453593/000114420411049297/v233049_ex99-2.htm,exhibit_top,2806,True,False,False,False,False,True,True,False,False,1,1,1,0,0,0,0,0,device,True
930775,ENCISION INC  (ECIA)  (CIK 0000930775),3841.0,0001144204-11-058162,v237423_ex99-1.htm,2011-10-18,2011-10-17,8.01; 9.01,"""recall of certain""; ""voluntary recall""",https://www.sec.gov/Archives/edgar/data/930775/000114420411058162/v237423_ex99-1.htm,exhibit_top,3725,True,False,False,False,False,True,True,False,False,1,1,1,1,0,0,0,0,device,True
896747,AMERICAN BIO MEDICA CORP  (ABMC)  (CIK 0000896747),2834.0,0001144204-12-038771,v318077_ex99-1.htm,2012-07-10,2012-07-10,1.01; 8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/896747/000114420412038771/v318077_ex99-1.htm,exhibit_top,5263,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True
930775,ENCISION INC  (ECIA)  (CIK 0000930775),3841.0,0001144204-12-058377,v326887_ex99-1.htm,2012-10-30,2012-10-30,2.02; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/930775/000114420412058377/v326887_ex99-1.htm,exhibit_top,6568,True,False,False,False,False,True,True,False,False,1,1,1,1,0,0,0,0,device,True
1488039,ATOSSA GENETICS INC  (ATOS)  (CIK 0001488039),3841.0,0001144204-13-010832,v336096_8k.htm,2013-02-25,2013-02-21,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1488039/000114420413010832/v336096_8k.htm,item_anchored,5910,True,True,True,False,False,False,False,False,False,1,1,1,0,2,0,0,0,mixed,False
887497,HI TECH PHARMACAL CO INC  (CIK 0000887497),2834.0,0001144204-13-040908,v350767_8k.htm,2013-07-24,2013-07-24,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/887497/000114420413040908/v350767_8k.htm,item_anchored,2396,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
887497,HI TECH PHARMACAL CO INC  (CIK 0000887497),2834.0,0001144204-13-040908,v350767_ex99-1.htm,2013-07-24,2013-07-24,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/887497/000114420413040908/v350767_ex99-1.htm,exhibit_top,3534,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1488039,ATOSSA GENETICS INC  (ATOS)  (CIK 0001488039),3841.0,0001144204-13-054080,v356815_8k.htm,2013-10-04,2013-10-04,8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1488039/000114420413054080/v356815_8k.htm,item_anchored,3585,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
1488039,ATOSSA GENETICS INC  (ATOS)  (CIK 0001488039),3841.0,0001144204-13-054080,v356815_ex99-1.htm,2013-10-04,2013-10-04,8.01; 9.01,"""voluntary recall""; ""warning letter""",https://www.sec.gov/Archives/edgar/data/1488039/000114420413054080/v356815_ex99-1.htm,exhibit_top,5088,True,False,True,False,False,True,True,False,False,1,1,1,1,0,0,0,0,device,True
1488039,ATOSSA GENETICS INC  (ATOS)  (CIK 0001488039),3841.0,0001144204-13-054080,v356815_ex99-2.htm,2013-10-04,2013-10-04,8.01; 9.01,"""voluntary recall""; ""warning letter""",https://www.sec.gov/Archives/edgar/data/1488039/000114420413054080/v356815_ex99-2.htm,exhibit_top,13613,True,False,True,False,False,True,True,False,False,1,1,3,0,3,0,0,0,mixed,False
1196298,NEPHROS INC  (NEPH)  (CIK 0001196298),3841.0,0001144204-13-057730,v358589_8k.htm,2013-10-30,2013-10-30,8.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1196298/000114420413057730/v358589_8k.htm,item_anchored,7049,True,False,False,False,False,True,True,False,False,1,1,2,0,0,0,0,0,device,True
776008,STAR SCIENTIFIC INC  (CIK 0000776008),2833.0,0001144204-14-000171,v364424_8k.htm,2014-01-02,2013-12-26,5.02; 5.03; 5.07; 8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/776008/000114420414000171/v364424_8k.htm,item_anchored,11804,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
776008,STAR SCIENTIFIC INC  (CIK 0000776008),2833.0,0001144204-14-000171,v364424_ex99-3.htm,2014-01-02,2013-12-26,5.02; 5.03; 5.07; 8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/776008/000114420414000171/v364424_ex99-3.htm,exhibit_top,3275,True,True,True,False,False,False,False,False,False,1,1,1,1,0,0,0,0,device,True
1433607,"InspireMD, Inc.  (NSPR)  (CIK 0001433607)",3841.0,0001144204-14-026085,v376662_ex99-1.htm,2014-04-30,2014-04-30,8.01; 9.01,"""field action""",https://www.sec.gov/Archives/edgar/data/1433607/000114420414026085/v376662_ex99-1.htm,exhibit_top,6498,True,False,False,False,False,True,True,False,False,1,1,5,2,0,0,0,0,device,True
1433607,"InspireMD, Inc.  (NSPR)  (CIK 0001433607)",3841.0,0001144204-14-028746,v377996_ex99-1.htm,2014-05-08,2014-05-07,2.02; 8.01; 9.01,"""field action""",https://www.sec.gov/Archives/edgar/data/1433607/000114420414028746/v377996_ex99-1.htm,exhibit_top,19643,True,False,False,False,False,True,True,False,False,1,1,6,1,0,0,0,0,device,True
1433607,"InspireMD, Inc.  (NSPR)  (CIK 0001433607)",3841.0,0001144204-14-039079,v382089_ex99-1.htm,2014-06-23,2014-06-23,8.01; 9.01,"""field action""",https://www.sec.gov/Archives/edgar/data/1433607/000114420414039079/v382089_ex99-1.htm,exhibit_top,5383,True,False,False,False,False,True,True,False,False,1,1,3,2,0,0,0,0,device,True
1433607,"InspireMD, Inc.  (NSPR)  (CIK 0001433607)",3841.0,0001144204-14-044584,v384553_ex99-1.htm,2014-07-24,2014-07-23,2.02; 9.01,"""field action""",https://www.sec.gov/Archives/edgar/data/1433607/000114420414044584/v384553_ex99-1.htm,exhibit_top,22465,True,False,False,False,False,True,True,False,False,1,1,6,0,0,0,0,0,device,True
1433607,"InspireMD, Inc.  (NSPR)  (CIK 0001433607)",3841.0,0001144204-14-063476,v392445_8k.htm,2014-10-29,2014-10-29,8.01; 9.01,"""field action""",https://www.sec.gov/Archives/edgar/data/1433607/000114420414063476/v392445_8k.htm,item_anchored,2256,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
1433607,"InspireMD, Inc.  (NSPR)  (CIK 0001433607)",3841.0,0001144204-14-063476,v392445_ex99-1.htm,2014-10-29,2014-10-29,8.01; 9.01,"""field action""",https://www.sec.gov/Archives/edgar/data/1433607/000114420414063476/v392445_ex99-1.htm,exhibit_top,7386,True,False,False,False,False,True,True,False,False,1,1,4,0,0,0,0,0,device,True
1433607,"InspireMD, Inc.  (NSPR)  (CIK 0001433607)",3841.0,0001144204-14-067220,v394142_ex99-1.htm,2014-11-12,2014-11-12,2.02; 9.01,"""field action""",https://www.sec.gov/Archives/edgar/data/1433607/000114420414067220/v394142_ex99-1.htm,exhibit_top,21699,True,False,False,False,False,True,True,False,False,1,1,4,2,0,0,0,0,device,True
1196298,NEPHROS INC  (NEPH)  (CIK 0001196298),3841.0,0001144204-15-035026,v412288_ex99-1.htm,2015-06-02,2015-05-25,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1196298/000114420415035026/v412288_ex99-1.htm,exhibit_top,13419,True,True,True,False,True,False,False,False,False,1,1,19,1,0,0,0,0,device,True
1196298,NEPHROS INC  (NEPH)  (CIK 0001196298),3841.0,0001144204-15-050078,v418286_8k.htm,2015-08-17,2015-08-12,5.02; 8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1196298/000114420415050078/v418286_8k.htm,item_anchored,6855,True,True,True,False,True,False,False,False,False,1,1,1,0,0,0,0,0,device,True
1196298,NEPHROS INC  (NEPH)  (CIK 0001196298),3841.0,0001144204-15-050078,v418286_ex99-2.htm,2015-08-17,2015-08-12,5.02; 8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1196298/000114420415050078/v418286_ex99-2.htm,exhibit_top,2775,True,True,True,False,True,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1053369,ELITE PHARMACEUTICALS INC /NV/  (ELTP)  (CIK 0001053369),2834.0,0001144204-16-122531,v448202_8k.htm,2016-09-01,2016-08-26,1.01; 8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1053369/000114420416122531/v448202_8k.htm,item_anchored,3523,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1053369,ELITE PHARMACEUTICALS INC /NV/  (ELTP)  (CIK 0001053369),2834.0,0001144204-17-064253,tv481674_8k.htm,2017-12-19,2017-12-15,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1053369/000114420417064253/tv481674_8k.htm,item_anchored,2883,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
3116,AKORN INC  (CIK 0000003116),2834.0,0001144204-19-001153,tv510619_8k.htm,2019-01-09,2019-01-09,7.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/3116/000114420419001153/tv510619_8k.htm,item_anchored,6096,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
3116,AKORN INC  (CIK 0000003116),2834.0,0001144204-19-001153,tv510619_ex99-1.htm,2019-01-09,2019-01-09,7.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/3116/000114420419001153/tv510619_ex99-1.htm,exhibit_top,4232,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
3116,AKORN INC  (CIK 0000003116),2834.0,0001144204-19-001153,tv510619_ex99-2.htm,2019-01-09,2019-01-09,7.01; 9.01,"""initiated a recall""; ""warning letter""",https://www.sec.gov/Archives/edgar/data/3116/000114420419001153/tv510619_ex99-2.htm,exhibit_top,20846,True,True,True,False,False,False,True,False,False,1,1,0,0,12,0,0,0,drug,False
3116,AKORN INC  (CIK 0000003116),2834.0,0001144204-19-032135,tv524143_8k.htm,2019-06-25,2019-06-25,7.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/3116/000114420419032135/tv524143_8k.htm,item_anchored,6457,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
3116,AKORN INC  (CIK 0000003116),2834.0,0001144204-19-032135,tv524143_ex99-1.htm,2019-06-25,2019-06-25,7.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/3116/000114420419032135/tv524143_ex99-1.htm,exhibit_top,5069,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1145197,INSULET CORP  (PODD)  (CIK 0001145197),3841.0,0001145197-15-000043,podd2015-06x108k.htm,2015-06-10,2015-06-10,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1145197/000114519715000043/podd2015-06x108k.htm,item_anchored,3354,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1137861,WRIGHT MEDICAL GROUP INC  (CIK 0001137861),3842.0,0001157523-04-009846,a4751101ex99.txt,2004-10-26,2004-10-26,2.02; 9.01,"""product recall""; ""recall of certain""; ""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1137861/000115752304009846/a4751101ex99.txt,exhibit_top,20320,True,False,False,False,False,True,True,False,False,1,1,2,1,0,0,0,0,device,True
1043914,GENE LOGIC INC  (CIK 0001043914),2835.0,0001157523-05-001067,a4815637.txt,2005-02-04,2005-02-04,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1043914/000115752305001067/a4815637.txt,item_anchored,3670,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
929987,GUIDANT CORP  (CIK 0000929987),3841.0,0001157523-05-006358,a4934942ex991.txt,2005-07-21,2005-07-21,2.02; 9.01,"""field action""",https://www.sec.gov/Archives/edgar/data/929987/000115752305006358/a4934942ex991.txt,exhibit_top,18999,True,False,False,False,False,True,True,False,False,1,1,23,3,0,0,0,0,device,True
898437,"Anika Therapeutics, Inc.  (ANIK)  (CIK 0000898437)",3841.0,0001157523-18-000944,a51799996ex99_1.htm,2018-05-02,2018-05-02,2.02; 9.01,"""product recall""; ""recall of certain""; ""voluntary recall""",https://www.sec.gov/Archives/edgar/data/898437/000115752318000944/a51799996ex99_1.htm,exhibit_top,15325,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
704440,REPRO MED SYSTEMS INC  (KRMD)  (CIK 0000704440),3841.0,0001161697-16-000750,form_8-k.htm,2016-03-18,2016-02-29,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/704440/000116169716000750/form_8-k.htm,item_anchored,2818,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
704440,REPRO MED SYSTEMS INC  (KRMD)  (CIK 0000704440),3841.0,0001161697-17-000503,ex_99-1.htm,2017-11-24,2017-11-17,5.02; 8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/704440/000116169717000503/ex_99-1.htm,exhibit_top,3875,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True
704440,REPRO MED SYSTEMS INC  (KRMD)  (CIK 0000704440),3841.0,0001161697-17-000503,form_8-k.htm,2017-11-24,2017-11-17,5.02; 8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/704440/000116169717000503/form_8-k.htm,item_anchored,3986,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
727008,EZ EM INC  (CIK 0000727008),2835.0,0001169232-05-002036,d63273_ex99-1.htm,2005-04-08,2005-04-07,2.02; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/727008/000116923205002036/d63273_ex99-1.htm,exhibit_top,14312,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
1036968,VAXGEN INC  (CIK 0001036968),2834.0,0001169232-06-001827,d67630_8-k.htm,2006-04-05,2006-04-04,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1036968/000116923206001827/d67630_8-k.htm,item_anchored,2548,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,1,0,biologic,False
887708,CARACO PHARMACEUTICAL LABORATORIES LTD  (CIK 0000887708),2834.0,0001169232-08-003868,d75214_8-k.htm,2008-11-03,2008-10-31,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/887708/000116923208003868/d75214_8-k.htm,item_anchored,3145,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
887708,CARACO PHARMACEUTICAL LABORATORIES LTD  (CIK 0000887708),2834.0,0001169232-09-001781,d76604_ex99-1.htm,2009-03-31,2009-03-31,8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/887708/000116923209001781/d76604_ex99-1.htm,exhibit_top,4757,True,False,False,False,False,True,True,False,False,1,1,0,0,11,4,0,0,drug,False
887708,CARACO PHARMACEUTICAL LABORATORIES LTD  (CIK 0000887708),2834.0,0001169232-09-002194,d76794_8-k.htm,2009-04-21,2009-04-17,8.01,"""initiated a recall""; ""recall of certain""",https://www.sec.gov/Archives/edgar/data/887708/000116923209002194/d76794_8-k.htm,item_anchored,2235,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
887708,CARACO PHARMACEUTICAL LABORATORIES LTD  (CIK 0000887708),2834.0,0001169232-09-002855,d77111_ex99-1.htm,2009-05-29,2009-05-28,2.02; 9.01,"""product recall""; ""warning letter""",https://www.sec.gov/Archives/edgar/data/887708/000116923209002855/d77111_ex99-1.htm,exhibit_top,8724,True,False,True,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
1674632,"Beta Bionics, Inc.  (BBNX)  (CIK 0001674632)",3841.0,0001171843-26-000538,f8k_012926.htm,2026-01-30,2026-01-29,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1674632/000117184326000538/f8k_012926.htm,item_anchored,6621,True,True,True,False,True,False,True,False,False,1,1,2,0,0,0,0,0,device,True
1180145,Cardiovascular Systems Inc  (CIK 0001180145),3841.0,0001180145-17-000019,release170410pumprecallpre.htm,2017-04-18,2017-04-17,2.02; 8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1180145/000118014517000019/release170410pumprecallpre.htm,exhibit_top,5133,True,False,False,False,False,True,True,False,False,1,1,4,2,0,0,0,0,device,True
1180145,Cardiovascular Systems Inc  (CIK 0001180145),3841.0,0001180145-17-000022,ex991releaseq317.htm,2017-05-03,2017-05-03,2.02; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1180145/000118014517000022/ex991releaseq317.htm,exhibit_top,28624,True,False,False,False,False,True,True,False,False,1,1,11,1,0,0,0,0,device,True
1180145,Cardiovascular Systems Inc  (CIK 0001180145),3841.0,0001180145-21-000054,csii-20211124.htm,2021-11-24,2021-11-24,8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1180145/000118014521000054/csii-20211124.htm,item_anchored,4967,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
1180145,Cardiovascular Systems Inc  (CIK 0001180145),3841.0,0001180145-21-000054,exhibit991-112421.htm,2021-11-24,2021-11-24,8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1180145/000118014521000054/exhibit991-112421.htm,exhibit_top,2459,True,False,False,False,True,True,True,False,False,1,1,2,0,0,0,0,0,device,True
886046,ARROW INTERNATIONAL INC  (CIK 0000886046),3841.0,0001188112-04-001944,tex99_1-4219.txt,2004-12-08,2004-12-03,8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/886046/000118811204001944/tex99_1-4219.txt,exhibit_top,2168,True,False,False,False,False,True,True,False,False,1,1,2,2,0,0,0,0,device,True
876188,CARDIAC SCIENCE INC  (CIK 0000876188),3845.0,0001193125-04-097038,d8k.htm,2004-06-01,2004-05-04,5,"""voluntary recall""; ""warning letter""",https://www.sec.gov/Archives/edgar/data/876188/000119312504097038/d8k.htm,exhibit_top,3881,True,False,True,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
749647,CELSION CORP  (IMNN)  (CIK 0000749647),3845.0,0001193125-05-114738,dex992.htm,2005-05-25,2005-05-19,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/749647/000119312505114738/dex992.htm,exhibit_top,15659,True,True,True,False,False,False,False,False,False,1,1,3,0,1,0,4,0,mixed,False
1127393,HEMOSENSE INC  (CIK 0001127393),3841.0,0001193125-05-200443,d8k.htm,2005-10-13,2005-10-05,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1127393/000119312505200443/d8k.htm,item_anchored,3875,True,True,True,False,True,False,False,False,False,1,1,1,0,0,0,0,0,device,True
1100441,REGENERATION TECHNOLOGIES INC  (CIK 0001100441),3842.0,0001193125-05-201644,dex991.htm,2005-10-14,2005-10-14,8.01; 9.01,"""recall of certain""; ""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1100441/000119312505201644/dex991.htm,exhibit_top,3585,True,False,False,False,False,True,True,False,False,1,1,4,2,0,0,0,0,device,True
9892,BARD C R INC /NJ/  (CIK 0000009892),3841.0,0001193125-06-011772,dex991.htm,2006-01-25,2006-01-25,2.02; 9.01,"""product recall""",https://www.sec.gov/Archives/edgar/data/9892/000119312506011772/dex991.htm,exhibit_top,13215,True,False,False,False,False,True,True,False,False,1,1,5,0,0,0,0,0,device,True
811240,BIOLASE TECHNOLOGY INC  (BIOL)  (CIK 0000811240),3843.0,0001193125-06-188670,d8k.htm,2006-09-11,2006-09-11,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/811240/000119312506188670/d8k.htm,item_anchored,2178,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
811240,BIOLASE TECHNOLOGY INC  (BIOL)  (CIK 0000811240),3843.0,0001193125-06-188670,dex991.htm,2006-09-11,2006-09-11,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/811240/000119312506188670/dex991.htm,exhibit_top,4660,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True
1127393,HEMOSENSE INC  (CIK 0001127393),3841.0,0001193125-06-256297,d8k.htm,2006-12-19,2006-12-13,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1127393/000119312506256297/d8k.htm,item_anchored,2856,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
5187,WYETH  (CIK 0000005187),2834.0,0001193125-07-042806,dex991.htm,2007-02-28,2007-02-28,7.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/5187/000119312507042806/dex991.htm,exhibit_top,5148,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,1,0,biologic,False
943819,"RESMED INC  (RMD, RSMDF)  (CIK 0000943819)",3841.0,0001193125-07-087773,dex991.htm,2007-04-23,2007-04-23,2.02; 9.01,"""product recall""; ""voluntary recall""",https://www.sec.gov/Archives/edgar/data/943819/000119312507087773/dex991.htm,exhibit_top,18297,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
943819,"RESMED INC  (RMD, RSMDF)  (CIK 0000943819)",3841.0,0001193125-07-087773,dex992.htm,2007-04-23,2007-04-23,2.02; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/943819/000119312507087773/dex992.htm,exhibit_top,3939,True,False,False,False,True,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
943819,"RESMED INC  (RMD, RSMDF)  (CIK 0000943819)",3841.0,0001193125-07-173739,dex991.htm,2007-08-07,2007-08-07,2.02; 9.01,"""product recall""",https://www.sec.gov/Archives/edgar/data/943819/000119312507173739/dex991.htm,exhibit_top,17504,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
878526,NATUS MEDICAL INC  (CIK 0000878526),3845.0,0001193125-07-232296,d8k.htm,2007-11-01,2007-11-01,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/878526/000119312507232296/d8k.htm,item_anchored,2917,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
878526,NATUS MEDICAL INC  (CIK 0000878526),3845.0,0001193125-07-232296,dex991.htm,2007-11-01,2007-11-01,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/878526/000119312507232296/dex991.htm,exhibit_top,15852,True,True,True,False,False,False,False,False,False,1,1,12,0,0,0,0,0,device,True
815065,STERIS CORP  (CIK 0000815065),3842.0,0001193125-08-123754,d8k.htm,2008-05-28,2008-05-16,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/815065/000119312508123754/d8k.htm,item_anchored,6964,True,True,True,False,False,False,False,False,False,1,1,2,0,0,0,0,0,device,True
64978,MERCK & CO INC  (CIK 0000064978),2834.0,0001193125-08-154408,dex991.htm,2008-07-21,2008-07-21,2.02; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/64978/000119312508154408/dex991.htm,exhibit_top,21381,True,True,True,False,False,False,False,False,False,1,1,0,0,1,0,19,1,biologic,False
943819,"RESMED INC  (RMD, RSMDF)  (CIK 0000943819)",3841.0,0001193125-08-166458,dex991.htm,2008-08-05,2008-08-05,2.02; 9.01,"""product recall""; ""voluntary recall""",https://www.sec.gov/Archives/edgar/data/943819/000119312508166458/dex991.htm,exhibit_top,10374,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
1401923,"MAP Pharmaceuticals, Inc.  (CIK 0001401923)",2834.0,0001193125-08-262006,dex101.htm,2008-12-30,2008-12-30,1.01; 9.01,"""product recall""",https://www.sec.gov/Archives/edgar/data/1401923/000119312508262006/dex101.htm,exhibit_top,478951,True,False,False,True,True,True,True,False,False,2,2,5,0,14,0,0,0,drug,False
815065,STERIS CORP  (CIK 0000815065),3842.0,0001193125-09-008008,d8k.htm,2009-01-20,2009-01-20,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/815065/000119312509008008/d8k.htm,item_anchored,12638,True,True,True,False,False,False,False,False,False,1,1,4,1,0,0,0,0,device,True
