product_code,dev_device_name,dev_device_class,dev_medical_specialty,dev_medical_specialty_description,dev_review_panel,dev_regulation_number,dev_definition,dev_implant_flag,dev_life_sustain_support_flag,dev_gmp_exempt_flag,dev_third_party_flag,dev_summary_malfunction_reporting,dev_submission_type_id,dev_unclassified_reason,dev_device_class_num,dev_implant_flag_bool,dev_life_sustain_support_flag_bool,dev_gmp_exempt_flag_bool,dev_third_party_flag_bool
NST,"Autoantibodies, Acetylcholine Receptor, Acetylcholine Blocking And Non-Blocking",2,IM,Immunology,IM,866.5660,"THE DEVICE IS AN IMMUNOASSAY INDICATED AS AN AID IN THE DIAGNOSIS OF MYASTHENIA GRAVIS, AN AUTOIMMUNE DISEASE CHARACTERIZED BY EXERCISE-INDUCED MUSCLE WEAKNESS TEMPORARILY RELIEVED BY CESSATION OF EXERCISE. AUTOANTIBODY, WHEN PRESENT IN SERUM, INTERFERES WITH THE BINDING OF ACETYLCHOLINE, A NEURAL TRANSMITTER AT THE JUNCTION OF NERVES WITH MUSCLES. AUTOANTIBODY CAN ALSO BIND TO OTHER PORTIONS OF THE ACETYLCHOLINE RECEPTOR WITHOUT INTERFERING WITH ACETYLCHOLINE BINDING. PRESENCE OF AUTOANTIBODY ALONG WITH CLINICAL SIGNS AND SYMPTOMS ARE USUALLY HIGHLY SUGGESTIVE OF MYASTHENIA GRAVIS. ACETYLCHOLINE RECEPTOR AUTOANTIBODY CAN ALSO OCCUR IN THE PRESENCE OF AUTOANTIBODIES TO OTHER BODY SUBSTANCES.",N,N,N,Y,Eligible,1,,2,False,False,False,True
OKU,Emergency Obstetrical Kit,1,OB,Obstetrics/Gynecology,OB,884.4520,"This product code has been established in accordance with the may 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at www.Fda.Gov/cdrh/ode/convkit.Html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance",N,N,N,N,Eligible,7,,1,False,False,False,False
KWQ,"Appliance, Fixation, Spinal Intervertebral Body",2,OR,Orthopedic,OR,888.3060,,Y,N,N,N,Eligible,1,,2,True,False,False,False
ILX,"Diathermy, Shortwave, For Use Other Than Applying Therapeutic Deep Heat",2,PM,Physical Medicine,PM,890.5290,,N,N,N,N,Eligible,1,,2,False,False,False,False
FWK,"Camera, Cine, Microsurgical, With Audio",1,SU,"General, Plastic Surgery",SU,878.4160,,N,N,N,N,Eligible,4,,1,False,False,False,False
CBS,"Analyzer, Gas, Halothane, Gaseous-Phase (Anesthetic Conc.)",2,AN,Anesthesiology,AN,868.1620,,N,N,N,Y,Eligible,1,,2,False,False,False,True
LKT,"Respiratory Syncytial Virus, Antigen, Antibody, Ifa",1,MI,Microbiology,MI,866.3480,,N,N,N,N,Eligible,4,,1,False,False,False,False
JFS,"Coulometric, Chloride",2,CH,Clinical Chemistry,CH,862.1170,,N,N,N,Y,Ineligible,1,,2,False,False,False,True
JNN,"P-Toluenesulphonyl-L-Arginine Methyl Ester (U.V.), Trypsin",1,CH,Clinical Chemistry,CH,862.1725,,N,N,N,N,Eligible,4,,1,False,False,False,False
ELC,"Scaler, Ultrasonic",2,DE,Dental,DE,872.4850,,N,N,N,Y,Eligible,1,,2,False,False,False,True
MSF,"Hemodialyzer, Re-Use, High Flux",2,GU,"Gastroenterology, Urology",GU,876.5860,,N,Y,N,N,Ineligible,1,,2,False,True,False,False
JKC,"Radioimmunoassay, Dehydroepiandrosterone (Free And Sulfate)",1,CH,Clinical Chemistry,CH,862.1245,,N,N,N,N,Eligible,4,,1,False,False,False,False
KFZ,"Humidifier, Non-Direct Patient Interface (Home-Use)",1,AN,Anesthesiology,AN,868.5460,,N,N,N,N,Eligible,4,,1,False,False,False,False
CDW,"Diacetyl-Monoxime, Urea Nitrogen",2,CH,Clinical Chemistry,CH,862.1770,,N,N,N,Y,Eligible,1,,2,False,False,False,True
JGP,"Lowry (Colorimetric), Total Protein",2,CH,Clinical Chemistry,CH,862.1635,,N,N,N,N,Eligible,4,,2,False,False,False,False
PPJ,Peritoneal Dialysis Administration Kit,2,GU,"Gastroenterology, Urology",GU,876.5630,"This product code has been established in accordance with the may 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,N,N,N,Eligible,7,,2,False,False,False,False
PRW,Gastrointestinal Tube Kit,2,GU,"Gastroenterology, Urology",GU,876.5980,"This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,N,N,N,Ineligible,7,,2,False,False,False,False
PSR,Implanted Phrenic Nerve Stimulator For Central Sleep Apnea,3,,Unknown,AN,,The device is intended to stimulate the phrenic nerve to produce diaphragm movement during sleep.,Y,N,N,N,Ineligible,2,,3,True,False,False,False
CGO,"Lieberman-Burchard/Abell-Kendall, Colorimetric, Cholesterol",1,CH,Clinical Chemistry,CH,862.1175,,N,N,N,N,Eligible,4,,1,False,False,False,False
CKB,"Acid Phosphatase, Naphthyl Phosphate",2,CH,Clinical Chemistry,CH,862.1020,,N,N,N,N,Eligible,4,,2,False,False,False,False
PCF,"Sampler, Endocervical",2,OB,Obstetrics/Gynecology,OB,884.1050,Obtains tissue samples from the endocervical canal for histological analysis.,N,N,N,Y,Eligible,1,,2,False,False,False,True
HJN,"Transilluminator, Battery-Powered",1,OP,Ophthalmic,OP,886.1945,,N,N,N,N,Eligible,4,,1,False,False,False,False
JLH,"Titrimetric, Fatty Acids",1,CH,Clinical Chemistry,CH,862.1290,,N,N,N,N,Eligible,4,,1,False,False,False,False
OFR,Tracheobronchial Suction Catheter Kit,1,AN,Anesthesiology,AN,868.6810,"This product code has been established in accordance with the may 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at www.Fda.Gov/cdrh/ode/convkit.Html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,N,N,N,Eligible,7,,1,False,False,False,False
JNP,"Infrared Spectroscopy Measurement, Urinary Calculi (Stone)",1,CH,Clinical Chemistry,CH,862.1780,,N,N,N,N,Eligible,4,,1,False,False,False,False
KTD,"Orthosis, Abdominal",1,PM,Physical Medicine,PM,890.3490,,N,N,Y,N,Eligible,4,,1,False,False,True,False
GEA,"Cannula, Surgical, General & Plastic Surgery",1,SU,"General, Plastic Surgery",SU,878.4800,,N,N,N,N,Eligible,4,,1,False,False,False,False
LFT,"Fluorescent Immunoassay, Primidone",2,TX,Clinical Toxicology,TX,862.3680,,N,N,N,Y,Eligible,1,,2,False,False,False,True
GAD,Retractor,1,SU,"General, Plastic Surgery",SU,878.4800,,N,N,N,N,Eligible,4,,1,False,False,False,False
KZY,"High Pressure Liquid Chromatography, Barbiturate",2,TX,Clinical Toxicology,TX,862.3150,,N,N,N,Y,Eligible,1,,2,False,False,False,True
MTR,Progenitor Cell Enumeration,2,,Unknown,HE,,Cber,N,N,N,N,Eligible,1,,2,False,False,False,False
GMH,"Antiserum, Positive Control, Coccidioides Immitis",2,MI,Microbiology,MI,866.3135,,N,N,N,N,Eligible,4,,2,False,False,False,False
OGO,Intraocular Pressure Lowering Implant,3,,Unknown,OP,,An intraocular pressure lowering implant is a device intended to reduce intraocular pressure when implanted in eyes which have not failed conventional medical and surgical treatment.,Y,N,N,N,Ineligible,2,,3,True,False,False,False
SGK,"Prosthesis, Spinous Process Tension Band Implant",3,,Unknown,OR,,"This device is a non-fusion, tension band implant that is intended to provide dynamic flexion-restricting stabilization of the spine following a lumbar decompression.",Y,N,N,N,Ineligible,2,,3,True,False,False,False
ISZ,"Unit, Wrist, External Limb Component, Mechanical",1,PM,Physical Medicine,PM,890.3420,,N,N,Y,N,Eligible,4,,1,False,False,True,False
OEK,"Water-Induced Thermotherapy System, Benign Prostatic Hyperplasia",2,GU,"Gastroenterology, Urology",SU,876.4300,Thermotherapy and dilation of prostatic tissue for the treatment of benign prostatic hyperplasia,N,N,N,N,Eligible,1,,2,False,False,False,False
FZT,"Cutter, Surgical",1,SU,"General, Plastic Surgery",SU,878.4800,,N,N,N,N,Eligible,4,,1,False,False,False,False
MZA,"Test, Equipment, Automated Bloodborne Pathogen",N,,Unknown,IM,,,N,N,N,N,Eligible,3,4,,False,False,False,False
JOO,"Transducer, Heart Sound",2,CV,Cardiovascular,CV,870.2860,,N,N,N,Y,Eligible,1,,2,False,False,False,True
GEG,"Elevator, Surgical, General & Plastic Surgery",1,SU,"General, Plastic Surgery",SU,878.4800,,N,N,N,N,Eligible,4,,1,False,False,False,False
NGI,"Test, Morphine, Over The Counter",2,TX,Clinical Toxicology,TX,862.3640,,N,N,N,Y,Eligible,1,,2,False,False,False,True
QRS,Device For Sleep Apnea Testing Based On Mandibular Movement,2,EN,"Ear, Nose, Throat",AN,868.2376,A device for sleep apnea testing based on mandibular movement is a prescription device intended to aid in evaluation of sleep apnea during sleep in patients suspected of having sleep breathing disorders by analyzing sensor readings of mandibular movement. The device is not intended as a substitute for full polysomnography nor intended to be used as an apnea monitor.,N,N,N,N,Ineligible,1,,2,False,False,False,False
MAB,"Marker, Cardiopulmonary Bypass (Vein Marker)",2,CV,Cardiovascular,CV,870.3450,,N,N,N,N,Eligible,1,,2,False,False,False,False
IDO,"Microtome, Rotary",1,PA,Pathology,PA,864.3010,,N,N,Y,N,Eligible,4,,1,False,False,True,False
NUV,"Massager, Vacuum, Light Induced Heating",2,SU,"General, Plastic Surgery",SU,878.4810,The device is intended to temporarily alter the appearance of cellulite,N,N,N,Y,Eligible,1,,2,False,False,False,True
DNH,"Resins, Ion-Exchange, Liquid Chromatography",1,CH,Clinical Chemistry,TX,862.2260,,N,N,N,N,Eligible,4,,1,False,False,False,False
PZI,Prescription Use Blood Glucose Meter For Near-Patient Testing,2,CH,Clinical Chemistry,CH,862.1345,"Intended for use in near-patient testing settings for in vitro diagnostic, multiple-patient use for the quantitative determination of glucose throughout all hospital and all professional healthcare settings for use in determining dysglycemia.",N,N,N,N,Ineligible,1,,2,False,False,False,False
JEF,"Analyzer, Gas, Neon, Gaseous-Phase",2,AN,Anesthesiology,AN,868.1670,,N,N,N,Y,Eligible,1,,2,False,False,False,True
CIE,"Volumetric/Manometric, Carbon-Dioxide",2,CH,Clinical Chemistry,CH,862.1160,,N,N,N,Y,Eligible,1,,2,False,False,False,True
LSY,"Ultrasound, Hyperthermia, Cancer Treatment",3,,Unknown,RA,,,N,N,N,N,Eligible,2,,3,False,False,False,False
NOC,"Splint, Extremity, Non-Inflatable, External, Non-Sterile",1,SU,"General, Plastic Surgery",SU,878.3910,Non-inflatable extremity splint; See product code fyh.,N,N,Y,N,Eligible,4,,1,False,False,True,False
DYF,"Prosthesis, Vascular Graft, Of Less Then 6mm Diameter",2,CV,Cardiovascular,CV,870.3450,,Y,N,N,N,Eligible,1,,2,True,False,False,False
KPF,"System, Dialysate Delivery, Semi-Automatic, Peritoneal",2,GU,"Gastroenterology, Urology",GU,876.5630,,N,Y,N,N,Ineligible,1,,2,False,True,False,False
GKP,"Instrument, Coagulation, Automated",2,HE,Hematology,HE,864.5400,,N,N,N,Y,Ineligible,1,,2,False,False,False,True
QWX,Active Noise Attenuation System For Infant Incubators,2,HO,General Hospital,HO,880.5405,A device system which captures the environmental noise and outputs noise cancelling acoustic sound waves to attenuate noise in infant incubators in the healthcare environment.,N,N,N,N,Ineligible,1,,2,False,False,False,False
CHH,"Enzymatic Esterase--Oxidase, Cholesterol",1,CH,Clinical Chemistry,CH,862.1175,,N,N,N,N,Eligible,4,,1,False,False,False,False
GSO,"Antigens (Febrile), Agglutination, Brucella Spp.",2,MI,Microbiology,MI,866.3085,,N,N,N,N,Eligible,4,,2,False,False,False,False
OMN,C. Difficile Nucleic Acid Amplification Test Assay,1,MI,Microbiology,MI,866.2660,In vitro diagnostic test for the qualitative detection of toxigenic clostridium difficile nucleic acids isolated and purified from stool specimens obtained from symptomatic patients.,N,N,N,N,Eligible,4,,1,False,False,False,False
HRC,"Sterilizer, Soft-Lens, Thermal, Battery-Powered",2,OP,Ophthalmic,OP,886.5928,,N,N,N,Y,Eligible,1,,2,False,False,False,True
MRJ,"Ring, Endocapsular",3,,Unknown,OP,,,Y,N,N,N,Eligible,2,,3,True,False,False,False
JKF,"Dinitrophenyl Hydrazone Measurement (Colorimetric), Hydroxybutyric Dehydroge",1,CH,Clinical Chemistry,CH,862.1380,,N,N,N,N,Eligible,4,,1,False,False,False,False
QES,Reherniation Reduction Device,3,,Unknown,OR,,"The device is intended to reduce the incidence of reherniation, and reoperation following primary limited lumbar discectomy procedures (excision of herniated intervertebral disc).",Y,N,N,N,Ineligible,2,,3,True,False,False,False
NOT,"Microscope, Automated, Image Analysis, Operator Intervention",2,HE,Hematology,PA,864.1860,Automated microscopic immunohistochemistry image-analysis system to measure cell membrane intensity and pattern with operator intervention.,N,N,N,N,Eligible,1,,2,False,False,False,False
IER,Polyethylene Glycol (Carbowax),1,PA,Pathology,PA,864.4010,,N,N,Y,N,Eligible,4,,1,False,False,True,False
MBQ,Peripheral Electromagnetic Field (Pemf) To Aid Wound Healing,3,,Unknown,PM,,,N,N,N,N,Ineligible,3,,3,False,False,False,False
OIO,Radiographic Contrast Tray,2,RA,Radiology,RA,892.1680,"FDA has exempted these devices from the premarket notification requirement by publishing in the Federal Register of July 11, 2017 (82 FR 31976) available at https://www.federalregister.gov/documents/2017/07/11/2017-14453/medical-devices-exemptions-from-premarket-notification-class-ii-devices subject to the limitations under 21 CFR XXX.9, where XXX refers to Parts 862-892, and any limitations on the exemption described in (82 FR 31976).  Any device that exceeds the limitations found in 21 CFR sections 862.9 to 892.9 or identified in the Federal Register  (82 FR 31976) available at https://www.federalregister.gov/documents/2017/07/11/2017-14453/medical-devices-exemptions-from-premarket-notification-class-ii-devices is required to submit a premarket notification submission (510(k)) to FDA before introducing a device into interstate commerce.  If a manufacturers device is exempt from the premarket notification requirement, then a premarket notification submission and FDA clearance is not required before marketing the device in the U.S. however, manufacturers are required to meet all other requirements under the Federal Food Drug & Cosmetic and implementing regulations including (but not limited to) registration and listing requirements. Please see the Device Registration and Listing website for additional information on registration and listing.    This product code has been established in accordance with the may 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at https://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,N,N,N,Eligible,4,,2,False,False,False,False
GCI,"Laryngoscope, Endoscope",2,GU,"Gastroenterology, Urology",SU,876.1500,,N,N,N,Y,Eligible,1,,2,False,False,False,True
DLF,"Enzyme Immunoassay, Ethosuximide",2,TX,Clinical Toxicology,TX,862.3380,,N,N,N,Y,Eligible,1,,2,False,False,False,True
LFM,"Enzyme Immunoassay, Digitoxin",2,TX,Clinical Toxicology,TX,862.3300,,N,N,N,Y,Eligible,1,,2,False,False,False,True
RAD,Gauging,N,,Unknown,,,Test equipment using ultrasound to determine thickness of material in commercial or industrial applications,,,Y,,Ineligible,,,,,,True,
SHB,Creatinine Test System For At Home Prescription Use,2,CH,Clinical Chemistry,CH,862.1225,For the quantitative measurement of creatinine in home use settings by patients as an aid to monitor kidney function. This device is for prescription use only.,N,N,N,N,Ineligible,1,,2,False,False,False,False
GKF,"Instrument, Hematocrit, Automated",2,HE,Hematology,HE,864.5600,,N,N,N,N,Eligible,1,,2,False,False,False,False
MYM,"Assay,Enzyme Linked Immunosorbent,Parvovirus B19 Igm",3,,Unknown,MI,,,N,N,N,N,Ineligible,2,,3,False,False,False,False
NNB,"Needle, Reproduction, Assisted, Reprocessed",2,OB,Obstetrics/Gynecology,OB,884.6100,"Reprocessing validation data for this device type must be included in a 510(k) submission. (70 FR 56911, available at https://www.govinfo.gov/content/pkg/FR-2005-09-29/pdf/05-19510.pdf).",N,N,N,Y,Eligible,1,,2,False,False,False,True
HWC,"Screw, Fixation, Bone",2,OR,Orthopedic,OR,888.3040,,Y,N,N,N,Eligible,1,,2,True,False,False,False
FTG,"Illuminator, Remote",2,SU,"General, Plastic Surgery",SU,878.4580,,N,N,N,N,Eligible,4,,2,False,False,False,False
QML,Anal Fistula Closure Device,2,SU,"General, Plastic Surgery",SU,878.4835,An anal fistula closure device is a surgical implant for anal fistula repair and is intended for closure of the anal fistula.  The device may be manually applied or delivered with a delivery device.,Y,N,N,N,Ineligible,1,,2,True,False,False,False
DNP,"Thin Layer Chromatography, Ethosuximide",2,TX,Clinical Toxicology,TX,862.3380,,N,N,N,Y,Eligible,1,,2,False,False,False,True
PVH,"Test, Opiates, Employment And Insurance Testing, Exempt",2,TX,Clinical Toxicology,TX,862.3650,"The opiates test is an in vitro diagnostic test for the qualitative analysis of opiates for employment and insurance testing.    FDA has exempted these devices from the premarket notification requirement by publishing in the Federal Register of July 11, 2017 (82 FR 31976) available at https://www.federalregister.gov/documents/2017/07/11/2017-14453/medical-devices-exemptions-from-premarket-notification-class-ii-devices subject to the limitations under 21 CFR XXX.9, where XXX refers to Parts 862-892, and any limitations on the exemption described in (82 FR 31976).  Any device that exceeds the limitations found in 21 CFR sections 862.9 to 892.9 or identified in the Federal Register  (82 FR 31976) available at https://www.federalregister.gov/documents/2017/07/11/2017-14453/medical-devices-exemptions-from-premarket-notification-class-ii-devices is required to submit a premarket notification submission (510(k)) to FDA before introducing a device into interstate commerce.  If a manufacturers device is exempt from the premarket notification requirement, then a premarket notification submission and FDA clearance is not required before marketing the device in the U.S. however, manufacturers are required to meet all other requirements under the Federal Food Drug & Cosmetic and implementing regulations including (but not limited to) registration and listing requirements. Please see the Device Registration and Listing website for additional information on registration and listing.",N,N,N,N,Ineligible,4,,2,False,False,False,False
FQM,"Bandage, Elastic",1,HO,General Hospital,HO,880.5075,,N,N,Y,N,Eligible,4,,1,False,False,True,False
PXL,Venipuncture Kit,2,HO,General Hospital,HO,880.5570,"This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,N,N,N,Eligible,7,,2,False,False,False,False
LOK,"Kit, Test, Alpha-Fetoprotein For Neural Tube Defects",3,,Unknown,IM,,,N,N,N,N,Ineligible,2,,3,False,False,False,False
PLO,Meningitis/Encephalitis Pathogen Multiplex Nucleic Acid Detection System,2,MI,Microbiology,MI,866.3970,A meningitis/encephalitis pathogen multiplex nucleic acid detection system is a qualitative in vitro diagnostic test for the direct detection and identification of microbial-associated nucleic acids in cerebrospinal fluid. The test is indicated for individuals with signs and symptoms of meningitis or encephalitis and aids in diagnosis of agents of meningitis or encephalitis when used in conjunction with clinical and other laboratory findings.,N,N,N,N,Ineligible,1,,2,False,False,False,False
HLH,"Pupillometer, Manual",1,OP,Ophthalmic,OP,886.1700,,N,N,Y,N,Eligible,4,,1,False,False,True,False
GBN,"Catheter, Pediatric, General & Plastic Surgery",1,SU,"General, Plastic Surgery",SU,878.4200,,N,N,N,N,Eligible,4,,1,False,False,False,False
MXW,"Suture, Surgical, Nonabsorbable, Poly (Vinylidene Fluoride)",2,SU,"General, Plastic Surgery",SU,878.5010,,Y,N,N,N,Eligible,1,,2,True,False,False,False
DNT,"Liquid Chromatography, Methadone",2,TX,Clinical Toxicology,TX,862.3620,,N,N,N,Y,Eligible,1,,2,False,False,False,True
MIH,"System, Endovascular Graft, Aortic Aneurysm Treatment",3,,Unknown,CV,,,Y,N,N,N,Ineligible,2,,3,True,False,False,False
EFD,"Amalgamator, Dental, Ac-Powered",1,DE,Dental,DE,872.3100,,N,N,N,N,Eligible,4,,1,False,False,False,False
EQJ,"Bur, Ear, Nose And Throat",1,EN,"Ear, Nose, Throat",EN,874.4140,,N,N,N,N,Eligible,4,,1,False,False,False,False
PGQ,Cochlear Implant With Combined Electrical Stimulation And Acoustic Amplification,3,,Unknown,EN,,"Intended to provide electric stimulation to the mid to high frequency region of the cochlea and acoustic amplification to the low frequency regions, for patients with residual low frequency hearing sensitivity.",Y,N,N,N,Ineligible,2,,3,True,False,False,False
FNP,Urinal,1,HO,General Hospital,HO,880.6730,,N,N,Y,N,Eligible,4,,1,False,False,True,False
OWP,Biological Sterilization Process Indicator With Recombinant-Dna Plasmid,2,HO,General Hospital,HO,880.2805,A Recombinant-DNA plasmid biological indicator is intended for use by a health care provider to accompany products being sterilized through a sterilization procedure and to monitor adequacy of sterilization.,N,N,N,N,Eligible,1,,2,False,False,False,False
LKO,"Anti-Rnp Antibody, Antigen And Control",2,IM,Immunology,IM,866.5100,,N,N,N,Y,Eligible,1,,2,False,False,False,True
MOI,"System, Test, Immunological, Antigen, Tumor",2,IM,Immunology,IM,866.6010,,N,N,N,Y,Eligible,1,,2,False,False,False,True
QDS,Mers-Cov And Common Respiratory Pathogens Semi-Quantitative And Quantitative Multiplex Nucleic Acid Detection System,2,PA,Pathology,MI,866.4001,"A Middle East Respiratory Syndrome Coronavirus (MERS-CoV) and common respiratory pathogens qualitative, semi-quantitative or quantitative multiplex nucleic acid detection system is an in vitro diagnostic test for the detection, identification, and quantification of MERS-CoV and common respiratory pathogens  associated nucleic acids in human clinical specimens. The test is indicated for individuals meeting specific MERS-CoV clinical and/or epidemiological criteria. It aids in the differential diagnosis of MERS-CoV infection in conjunction with other clinical, epidemiologic, and laboratory data, in accordance with the guidelines provided by the appropriate public health authorities.",N,N,N,N,Ineligible,1,,2,False,False,False,False
LTA,"Fluid, Hysteroscopy",3,,Unknown,OB,,,N,N,N,N,Eligible,2,,3,False,False,False,False
LFN,"Nephelometric Inhibition Immunoassay, Phenobarbital",2,TX,Clinical Toxicology,TX,862.3660,,N,N,N,Y,Eligible,1,,2,False,False,False,True
RHW,Uv Lamp For Home Or Business Uses,N,,Unknown,,,"Uv noncoherent lamp product intended for consumer or commercial use; Including printing, reprographics, and other such processes",,,Y,,Ineligible,,,,,,True,
OEV,Cardiopulmonary Resuscitation Aid Kit,2,AN,Anesthesiology,AN,868.5915,"This product code has been established in accordance with the may 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at www.Fda.Gov/cdrh/ode/convkit.Html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,N,N,N,Eligible,7,,2,False,False,False,False
POZ,Biopsy Needle Kit,2,GU,"Gastroenterology, Urology",GU,876.1075,"This product code has been established in accordance with the may 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,N,N,N,Eligible,7,,2,False,False,False,False
HJC,"Esthesiometer, Ocular",1,OP,Ophthalmic,OP,886.1040,,N,N,N,N,Eligible,4,,1,False,False,False,False
CJQ,"Radial Immunodiffusion, Albumin",2,CH,Clinical Chemistry,CH,862.1035,,N,N,N,Y,Eligible,1,,2,False,False,False,True
IMC,"Bath, Paraffin",2,PM,Physical Medicine,PM,890.5110,,N,N,N,N,Eligible,4,,2,False,False,False,False
GPN,"Antiserum, Typhus Fever",1,MI,Microbiology,MI,866.3500,,N,N,N,N,Eligible,4,,1,False,False,False,False
OMI,"Multiplex Flow Immunoassay, T. Gondii, Rubella And Cmv",2,MI,Microbiology,MI,866.3510,"The kit is a multiplex immunoassay intended for the quantitative detection of IgG antibodies to Toxoplasma gondii (T. gondii) and Rubella, and  qualitative detection of Cytomegalovirus (CMV) IgG in human serum and/ or plasma.  Indicated as an aid in the determination of serological status to T. gondii, Rubella and CMV. This kit is not intended for use in screening blood or plasma donors.",N,N,N,N,Eligible,1,,2,False,False,False,False
DOY,"Radioimmunoassay, Digoxin (3-H), Goat Antibody, 2nd Antibody Sep.",2,TX,Clinical Toxicology,TX,862.3320,,N,N,N,Y,Eligible,1,,2,False,False,False,True
NGY,"Cannula, Trocar, Ophthalmic",1,OP,Ophthalmic,OP,886.4350,"The trocar/cannula set is a manual surgical instrument intended for use as single-use, disposable cannula system for establishing an entry site conduit for passing ophthalmic instruments used to perform posterior ophthalmic surgical procedures.",N,N,N,N,Eligible,4,,1,False,False,False,False
NFP,"Device, Dental Sonography, For Diagnosis Of Tmj / Mpd Disorders",2,DE,Dental,DE,872.2050,,N,N,N,N,Eligible,1,,2,False,False,False,False
CEO,"Phosphomolybdate (Colorimetric), Inorganic Phosphorus",1,CH,Clinical Chemistry,CH,862.1580,,N,N,N,N,Eligible,4,,1,False,False,False,False
QIO,Anaplasma Spp. And Ehrlichia Spp. Serological Reagents,N,,Unknown,MI,,Tests or reagents used to detect IgG and/or IgM antibodies to Anaplasma spp. and/or Ehrlichia spp. in human serum or plasma. Used to aid in the diagnosis of either present or past infection with Anaplasma spp. and/or Ehrlichia spp. in patients suspected of exposure.,N,N,N,N,Ineligible,3,3,,False,False,False,False
SHY,Software-Aided Adjunctive Diagnostic Device For Use By Healthcare Providers In Skin Wound Assessment.,2,SU,"General, Plastic Surgery",SU,878.1840,"A software-aided adjunctive diagnostic device for use by healthcare providers in skin wound assessment uses a software algorithm to analyze optical or other physical properties of a skin wound without direct wound contact and returns characterizing information that may include classification, severity, or healing potential of the skin wound. The device is intended for prescription use by healthcare providers to provide adjunctive information to be used in conjunction with clinical assessment. It is not for use as a standalone diagnostic device.",N,N,N,N,Ineligible,1,,2,False,False,False,False
OZI,Internal Hinged Elbow Fixator,2,OR,Orthopedic,OR,888.3030,"The hinged internal fixator is intended to treat joint dislocations, more specifically of the elbow joint.  The device is intended to be removed once stability is achieved.",Y,N,N,N,Eligible,1,,2,True,False,False,False
PSS,Minoxidil Sulfotransferase Or Isoenzymes Test System,N,,Unknown,TX,,For measurement of Minoxidil sulfotransferase as an aid in assessing the likelihood that a patient will respond to minoxidil.,N,N,N,N,Ineligible,3,3,,False,False,False,False
QWA,Cardiovascular Delivery Catheter System Positioning And Stabilization Device,1,CV,Cardiovascular,CV,870.3955,"A cardiovascular delivery catheter system positioning and stabilization device is a platform device or a part of a platform device that aids the positioning and stabilization of delivery catheter systems during cardiovascular interventional procedures (e.g., transcatheter valvular interventions). The device only provides mechanical support and does not include any electrical or robotic components. The device may be for single use or reusable.",N,N,N,N,Ineligible,4,,1,False,False,False,False
PET,Anti-Ss-A Ro60 Autoantibodies,2,IM,Immunology,IM,866.5100,"Ro60 assays are designed for the determination of IgG anti-Ro60 (SS-A Ro60) autoantibodies in human serum.  The presence of anti-Ro60 autoantibodies, in conjunction with clinical findings and other laboratory tests, is an aid in the diagnosis of Systemic Lupus Erythematosus and Sjögren's Syndrome.",N,N,N,Y,Eligible,1,,2,False,False,False,True
GJT,"Plasma, Coagulation Factor Deficient",2,HE,Hematology,HE,864.7290,,N,N,N,Y,Eligible,1,,2,False,False,False,True
QGU,Hemoglobin For Donor Testing,2,HE,Hematology,HE,864.7500,Assays hemoglobin concentration test for blood donors.,N,N,N,N,Ineligible,1,,2,False,False,False,False
